dyad,year,border,caprat,ally,dispute,jio,deml,depl,risk,_st,_d,_t,_t0,pyears
630690,1972,1,15.82,1,0,22.428572,-10,.00039999999,10,1,0,10,9,9
630690,1973,1,15.95,1,0,22.857143,-10,.00039999999,11,1,0,11,10,10
630690,1974,1,15.84,1,0,23.285715,-10,.0012000001,12,1,0,12,11,11
630690,1975,1,15.96,1,0,23.714285,-10,.00079999998,13,1,0,13,12,12
630690,1976,1,15.19,1,0,24.142857,-10,.0016,14,1,0,14,13,13
630690,1977,1,14.22,1,0,24.571428,-10,.001,15,1,0,15,14,14
630690,1978,1,15.05,1,0,25,-10,.0012000001,16,1,0,16,15,15
630690,1979,1,13.43,1,0,28,-10,.00079999998,17,1,0,17,16,16
630690,1980,1,11.12,1,1,31,-10,.0018,18,1,1,18,17,17
630690,1981,1,11.75,0,1,34,-8,.0014,19,1,1,19,18,0
630690,1982,1,17.99,0,1,34,-8,.0020000001,20,1,1,20,19,0
630690,1983,1,21.559999,1,0,34,-8,.001,21,1,0,21,20,0
630690,1984,1,19.57,0,1,34,-8,.0018,22,1,1,22,21,1
630690,1985,1,31.82,0,1,34,-8,.00060000003,23,1,1,23,22,0
630696,1971,1,70.160004,0,0,,-10,.00019999999,1,1,0,1,0,0
630696,1972,1,45.32,0,0,11.333333,-10,.00019999999,2,1,0,2,1,1
630696,1973,1,40.369999,0,0,12.955556,-10,.00019999999,3,1,0,3,2,2
630696,1974,1,43.43,0,0,14.577778,-10,.00079999998,4,1,0,4,3,3
630696,1975,1,42.84,0,0,16.200001,-10,.0016,5,1,0,5,4,4
630696,1976,1,28.73,0,0,17.822222,-10,.0020000001,6,1,0,6,5,5
630696,1977,1,17.1,0,0,19.444445,-10,.0014,7,1,0,7,6,6
630696,1978,1,17.07,0,0,18,-10,.0014,8,1,0,8,7,7
630696,1979,1,11.61,0,0,21.666666,-10,.00079999998,9,1,0,9,8,8
630696,1980,1,6.3499999,0,0,25.333334,-10,.0018,10,1,0,10,9,9
630696,1981,1,5.8699999,0,0,29,-10,.0057999999,11,1,0,11,10,10
630696,1982,1,6.4299998,0,0,29.6,-10,.0052,12,1,0,12,11,11
630696,1983,1,10.37,0,0,30.200001,-10,.0012000001,13,1,0,13,12,12
630696,1984,1,11.63,0,1,30.799999,-10,.0026,14,1,1,14,13,13
630696,1985,1,13.15,0,0,31.4,-10,.0022,15,1,0,15,14,0
630698,1981,1,15.01,0,0,,-10,.00019999999,1,1,0,1,0,0
630698,1982,1,18.969999,0,0,29,-10,0,2,1,0,2,1,1
630698,1983,1,17.809999,0,0,29,-10,0,3,1,0,3,2,2
630698,1984,1,16.75,0,1,29,-10,0,4,1,1,4,3,3
630698,1985,1,109.02,0,0,29,-10,0,5,1,0,5,4,0
630700,1964,1,2.95,1,0,,-10,0,1,1,0,1,0,0
630700,1965,1,3.1400001,1,0,24.876471,-10,.00019999999,2,1,0,2,1,1
630700,1966,1,3.25,1,0,24.941177,-10,0,3,1,0,3,2,2
630700,1967,1,3.5999999,1,0,25.005882,-10,.00019999999,4,1,0,4,3,3
630700,1968,1,3.8099999,1,0,25.070589,-10,.00039999999,5,1,0,5,4,4
630700,1969,1,4.0599999,1,0,25.135294,-10,.00019999999,6,1,0,6,5,5
630700,1970,1,4.5599999,1,0,25.200001,-10,.00019999999,7,1,0,7,6,6
630700,1971,1,3.6500001,1,0,25,-10,.00019999999,8,1,0,8,7,7
630700,1972,1,3.8399999,1,0,25.142857,-10,.00019999999,9,1,0,9,8,8
630700,1973,1,4.1599998,1,0,25.285715,-10,0,10,1,0,10,9,9
630700,1974,1,5.6900001,1,0,25.428572,-10,.00019999999,11,1,0,11,10,10
630700,1975,1,5.0700002,1,0,25.571428,-10,.00019999999,12,1,0,12,11,11
630700,1976,1,5.1700001,1,0,25.714285,-10,.00039999999,13,1,0,13,12,12
630700,1977,1,5.29,1,0,25.857143,-10,.00039999999,14,1,0,14,13,13
630700,1978,1,6.4400001,1,0,26,-10,.00079999998,15,1,0,15,14,14
630700,1979,1,5.79,1,1,26,-7,0,16,1,1,16,15,15
630700,1980,1,6.21,1,1,26,-7,0,17,1,1,17,16,0
630700,1981,1,6.6100001,1,0,26,-7,0,18,1,0,18,17,0
630700,1982,1,7.73,1,1,26,-7,0,19,1,1,19,18,1
630700,1983,1,7.48,1,1,26,-7,0,20,1,1,20,19,0
630700,1984,1,11.71,1,0,26,-7,0,21,1,0,21,20,0
630700,1985,1,5.5500002,1,0,26,-7,0,22,1,0,22,21,1
630710,1964,0,21.440001,0,0,,-10,0,1,1,0,1,0,0
630710,1965,0,20.42,0,0,18.364706,-10,0,2,1,0,2,1,1
630710,1966,0,19.84,0,0,18.870098,-10,0,3,1,0,3,2,2
630710,1967,0,18.84,0,0,19.37549,-10,0,4,1,0,4,3,3
630710,1968,0,18.66,0,0,19.880882,-10,0,5,1,0,5,4,4
630710,1969,0,17.77,0,0,20.386274,-10,0,6,1,0,6,5,5
630710,1970,0,16.209999,0,0,20.891666,-10,0,7,1,0,7,6,6
630710,1971,0,19.98,0,0,23,-10,0,8,1,0,8,7,7
630710,1972,0,18.870001,0,0,22.857143,-10,0,9,1,0,9,8,8
630710,1973,0,16.99,0,0,22.714285,-10,0,10,1,0,10,9,9
630710,1974,0,13.24,0,0,22.571428,-10,0,11,1,0,11,10,10
630710,1975,0,12.25,0,0,22.428572,-10,.00019999999,12,1,0,12,11,11
630710,1976,0,11.64,0,0,22.285715,-10,0,13,1,0,13,12,12
630710,1977,0,11.9,0,0,22.142857,-10,.00019999999,14,1,0,14,13,13
630710,1978,0,11.77,0,0,22,-10,0,15,1,0,15,14,14
630710,1979,0,14.26,0,0,24.666666,-7,.00019999999,16,1,0,16,15,15
630710,1980,0,16.07,0,0,27.333334,-7,0,17,1,0,17,16,16
630710,1981,0,14.76,0,0,30,-7,.00019999999,18,1,0,18,17,17
630710,1982,0,11.84,0,0,29.4,-7,.00019999999,19,1,0,19,18,18
630710,1983,0,10.26,0,0,28.799999,-7,.00019999999,20,1,0,20,19,19
630710,1984,0,6.8899999,0,0,28.200001,-7,.00019999999,21,1,0,21,20,20
630710,1985,0,14.73,0,0,27.6,-7,0,22,1,0,22,21,21
630770,1956,1,2.4400001,1,0,,-10,.001,1,1,0,1,0,0
630770,1957,1,2.28,1,0,28.008547,-10,.00079999998,2,1,0,2,1,1
630770,1958,1,2.21,1,0,29.095442,-10,.0012000001,3,1,0,3,2,2
630770,1959,1,2.1300001,1,0,30.182337,-10,.0014,4,1,0,4,3,3
630770,1960,1,1.96,1,0,31.26923,-10,.0022,5,1,0,5,4,4
630770,1961,1,1.97,1,0,27,-10,.003,6,1,0,6,5,5
630770,1962,1,2.0999999,1,0,29.1,-10,.0022,7,1,0,7,6,6
630770,1963,1,2.1099999,1,0,31.200001,-10,.0022,8,1,0,8,7,7
630770,1964,1,2.0899999,1,0,33.299999,-10,.0026,9,1,0,9,8,8
630770,1965,1,2.0999999,1,0,35.400002,-10,.0018,10,1,0,10,9,9
630770,1966,1,2.2,1,0,37.5,-10,.00039999999,11,1,0,11,10,10
630770,1967,1,2.1900001,1,0,39.599998,-10,.001,12,1,0,12,11,11
630770,1968,1,2.1700001,1,0,41.700001,-10,.0014,13,1,0,13,12,12
630770,1969,1,2.0699999,1,0,43.799999,-10,.0014,14,1,0,14,13,13
630770,1970,1,1.88,1,0,45.900002,-10,.001,15,1,0,15,14,14
630770,1971,1,1.55,1,0,48,-10,.0012000001,16,1,0,16,15,15
630770,1972,1,1.49,1,0,48.285713,-10,.0012000001,17,1,0,17,16,16
630770,1973,1,1.34,1,0,48.57143,-10,.00039999999,18,1,0,18,17,17
630770,1974,1,1.03,1,0,48.857143,-10,.00060000003,19,1,0,19,18,18
630770,1975,1,1.0599999,1,0,49.142857,-10,.001,20,1,0,20,19,19
630770,1976,1,1.09,1,0,49.42857,-10,.00060000003,21,1,0,21,20,20
630770,1977,1,1.11,1,0,49.714287,-10,.00079999998,22,1,0,22,21,21
630770,1978,1,1.17,1,0,50,-10,.00079999998,23,1,0,23,22,22
630770,1979,1,1.0599999,0,0,52.666668,-7,.00039999999,24,1,0,24,23,23
630770,1980,1,1.26,0,0,55.333332,-7,.00039999999,25,1,0,25,24,24
630770,1981,1,1.16,0,0,58,-7,.00079999998,26,1,0,26,25,25
630770,1982,1,1.03,0,0,56.799999,-7,.001,27,1,0,27,26,26
630770,1983,1,1.13,0,0,55.599998,-7,.0012000001,28,1,0,28,27,27
630770,1984,1,1.52,0,0,54.400002,-7,.003,29,1,0,29,28,28
630770,1985,1,1.37,0,0,53.200001,-6,.0016,30,1,0,30,29,29
640645,1954,1,4.8899999,1,0,,-4,0,1,1,0,1,0,0
640645,1955,1,4.7800002,1,0,14.743077,-4,.00019999999,2,1,0,2,1,1
640645,1956,1,4.6399999,1,0,19,-4,.00019999999,3,1,0,3,2,2
640645,1957,1,4.6300001,1,0,19.5,-4,0,4,1,0,4,3,3
640645,1963,1,3.79,1,0,20,-5,.00060000003,5,1,0,5,4,9
640645,1964,1,3.5899999,1,0,20.5,-5,.0012000001,6,1,0,6,5,10
640645,1965,1,3.6500001,1,1,21,-5,.001,7,1,1,7,6,11
640645,1966,1,3.6600001,1,0,21.5,-5,.00079999998,8,1,0,8,7,0
640645,1967,1,3.5799999,1,0,22,-5,.00079999998,9,1,0,9,8,1
640645,1968,1,3.71,1,0,22.5,-7,.0012000001,10,1,0,10,9,2
640645,1969,1,3.5899999,1,0,23,-7,.0012000001,11,1,0,11,10,3
640645,1970,1,3.6099999,1,0,23.5,-7,.001,12,1,0,12,11,4
640645,1971,1,3.46,1,0,24,-7,.0012000001,13,1,0,13,12,5
640645,1972,1,3.1199999,1,0,25.428572,-7,.0016,14,1,0,14,13,6
640645,1973,1,3.01,1,0,26.857143,-7,.0012000001,15,1,0,15,14,7
640645,1974,1,2.6700001,1,0,28.285715,-7,.001,16,1,0,16,15,8
640645,1975,1,2.54,1,0,29.714285,-7,.0063999998,17,1,0,17,16,9
640645,1976,1,2.49,1,0,31.142857,-7,.0082,18,1,0,18,17,10
640645,1977,1,2.3499999,1,0,32.57143,-7,.0089999996,19,1,0,19,18,11
640645,1978,1,2.28,1,0,34,-7,.0086000003,20,1,0,20,19,12
640645,1979,1,2.23,1,0,37.333332,-9,.0035999999,21,1,0,21,20,13
640645,1980,1,2.02,1,0,40.666668,-9,.0070000002,22,1,0,22,21,14
640645,1981,1,1.65,1,0,44,-9,.0122,23,1,0,23,22,15
640645,1982,1,1.52,1,0,43.400002,-9,.0184,24,1,0,24,23,16
640645,1983,1,1.02,1,0,42.799999,-9,.015799999,25,1,0,25,24,17
640645,1984,1,1.1900001,1,1,42.200001,-9,.0092000002,26,1,1,26,25,18
640645,1985,1,1.61,1,1,41.599998,-9,.0124,27,1,1,27,26,0
640651,1959,1,1.11,0,1,,-7,.00019999999,1,1,1,1,0,0
640652,1961,1,5.3800001,0,0,,-2,.00039999999,1,1,0,1,0,0
640652,1962,1,5.4699998,0,1,16.794117,-2,0,2,1,1,2,1,1
640652,1963,1,5.4400001,0,0,18.049019,-7,.00019999999,3,1,0,3,2,0
640652,1964,1,5.8000002,0,0,19.303921,-7,.00019999999,4,1,0,4,3,1
640652,1965,1,5.8800001,0,1,20.558823,-7,.00019999999,5,1,1,5,4,2
640652,1966,1,5.8600001,0,0,21.813726,-7,.00019999999,6,1,0,6,5,0
640652,1967,1,5.7800002,0,0,23.068628,-7,.00019999999,7,1,0,7,6,1
640652,1968,1,5.7800002,0,0,24.32353,-7,.00039999999,8,1,0,8,7,2
640652,1969,1,5.5599999,0,0,25.578432,-7,0,9,1,0,9,8,3
640652,1970,1,5.5799999,0,0,26.833334,-9,0,10,1,0,10,9,4
640652,1971,1,4.7199998,0,0,26,-9,.00039999999,11,1,0,11,10,5
640652,1972,1,4.54,0,0,27.714285,-9,.00039999999,12,1,0,12,11,6
640652,1973,1,4.29,0,0,29.428572,-9,.00039999999,13,1,0,13,12,7
640652,1974,1,4.04,0,0,31.142857,-9,.00060000003,14,1,0,14,13,8
640652,1975,1,2.95,0,0,32.857143,-9,.00060000003,15,1,0,15,14,9
640652,1976,1,3,0,0,34.57143,-9,.00079999998,16,1,0,16,15,10
640652,1977,1,3.0699999,0,0,36.285713,-9,.00060000003,17,1,0,17,16,11
640652,1978,1,3.0799999,0,0,38,-9,.00060000003,18,1,0,18,17,12
640652,1979,1,3,0,0,40.333332,-9,.0012000001,19,1,0,19,18,13
640652,1980,1,2.8399999,0,0,42.666668,-9,.00060000003,20,1,0,20,19,14
640652,1981,1,2.9400001,0,0,45,-9,.0012000001,21,1,0,21,20,15
640652,1982,1,3.02,0,0,44.400002,-9,.0012000001,22,1,0,22,21,16
640652,1983,1,2.6700001,0,0,43.799999,-9,.00060000003,23,1,0,23,22,17
640652,1984,1,2.0899999,0,0,43.200001,-9,.00039999999,24,1,0,24,23,18
640652,1985,1,2.49,0,0,42.599998,-9,.00060000003,25,1,0,25,24,19
640710,1953,0,10.92,0,1,,-8,0,1,1,1,1,0,0
640710,1964,0,14.14,0,0,18.606863,-8,0,2,1,0,2,1,0
640710,1965,0,13.66,0,0,18.952942,-9,0,3,1,0,3,2,1
640710,1966,0,12.94,0,0,19.299019,-9,0,4,1,0,4,3,2
640710,1967,0,12.39,0,0,19.645098,-9,0,5,1,0,5,4,3
640710,1968,0,12.08,0,0,19.991177,-9,0,6,1,0,6,5,4
640710,1969,0,12.41,0,0,20.337255,-9,0,7,1,0,7,6,5
640710,1970,0,12.58,0,0,20.683332,-8,0,8,1,0,8,7,6
640710,1971,0,13.27,0,0,23,-8,0,9,1,0,9,8,7
640710,1972,0,13.64,0,0,22.714285,-8,0,10,1,0,10,9,8
640710,1973,0,13.55,0,0,22.428572,-8,0,11,1,0,11,10,9
640710,1974,0,13.55,0,0,22.142857,-8,0,12,1,0,12,11,10
640710,1975,0,13.53,0,0,21.857143,-8,0,13,1,0,13,12,11
640710,1976,0,13.14,0,0,21.571428,-8,0,14,1,0,14,13,12
640710,1977,0,13.52,0,0,21.285715,-7,0,15,1,0,15,14,13
640710,1978,0,14.26,0,0,21,-7,0,16,1,0,16,15,14
640710,1979,0,13.31,0,0,22.333334,-7,0,17,1,0,17,16,15
640710,1980,0,13.41,0,0,23.666666,-7,0,18,1,0,18,17,16
640710,1981,0,13.49,0,0,25,-7,0,19,1,0,19,18,17
640710,1982,0,13.35,0,0,25.4,-7,0,20,1,0,20,19,18
640710,1983,0,13.46,0,0,25.799999,-7,0,21,1,0,21,20,19
640710,1984,0,11.7,0,0,26.200001,-7,0,22,1,0,22,21,20
640710,1985,0,11.93,0,0,26.6,-7,0,23,1,0,23,22,21
645651,1959,1,3.99,1,1,,-7,.00039999999,1,1,1,1,0,0
645651,1960,1,3.6300001,1,0,27,-7,.00019999999,2,1,0,2,1,0
645652,1961,1,1.42,1,0,,-5,.00039999999,1,1,0,1,0,0
645652,1962,1,1.42,1,0,14.325,-5,.00039999999,2,1,0,2,1,1
645652,1963,1,1.4400001,1,0,16.483334,-7,.0012000001,3,1,0,3,2,2
645652,1964,1,1.62,1,0,18.641666,-7,.0024000001,4,1,0,4,3,3
645652,1965,1,1.61,1,0,20.799999,-7,.0016,5,1,0,5,4,4
645652,1966,1,1.6,1,0,22.958334,-7,.00060000003,6,1,0,6,5,5
645652,1967,1,1.61,1,0,25.116667,-7,.00060000003,7,1,0,7,6,6
645652,1968,1,1.5599999,1,0,27.275,-7,.0027999999,8,1,0,8,7,7
645652,1969,1,1.55,1,0,29.433332,-7,.003,9,1,0,9,8,8
645652,1970,1,1.55,1,0,31.591667,-9,.0034,10,1,0,10,9,9
645652,1971,1,1.37,1,0,35,-9,.0031999999,11,1,0,11,10,10
645652,1972,1,1.45,1,0,36.57143,-9,.0027999999,12,1,0,12,11,11
645652,1973,1,1.4299999,1,0,38.142857,-9,.0024000001,13,1,0,13,12,12
645652,1974,1,1.52,1,0,39.714287,-9,.0026,14,1,0,14,13,13
645652,1975,1,1.16,1,0,41.285713,-9,.0024000001,15,1,0,15,14,14
645652,1976,1,1.2,1,1,42.857143,-9,.0022,16,1,1,16,15,15
645652,1977,1,1.3,1,0,44.42857,-9,.001,17,1,0,17,16,0
645652,1978,1,1.35,1,0,46,-9,.00039999999,18,1,0,18,17,1
645652,1979,1,1.35,1,0,50.666668,-9,.0038000001,19,1,0,19,18,2
645652,1980,1,1.41,1,0,55.333332,-9,.0077999998,20,1,0,20,19,3
645652,1981,1,1.79,1,0,60,-9,.0112,21,1,0,21,20,4
645652,1982,1,1.99,1,1,60.599998,-9,.0188,22,1,1,22,21,5
645652,1983,1,2.6199999,1,0,61.200001,-9,.0062000002,23,1,0,23,22,0
645652,1984,1,2.5,1,0,61.799999,-9,0,24,1,0,24,23,1
645652,1985,1,1.55,1,0,62.400002,-9,0,25,1,0,25,24,2
645663,1955,1,4.46,1,0,,-4,.001,1,1,0,1,0,0
645663,1956,1,3.6400001,1,0,16,-4,.0018,2,1,0,2,1,1
645663,1957,1,3.02,1,0,16.6,-9,.00079999998,3,1,0,3,2,2
645663,1958,1,2.6300001,1,0,17.200001,-9,.00060000003,4,1,0,4,3,3
645663,1959,1,2.51,1,0,17.799999,-9,.00060000003,5,1,0,5,4,4
645663,1960,1,7.3600001,1,0,18.4,-9,.00039999999,6,1,0,6,5,5
645663,1961,1,3.1099999,1,1,19,-9,.00019999999,7,1,1,7,6,6
645663,1962,1,3.48,1,1,20.700001,-9,.00060000003,8,1,1,8,7,0
645663,1963,1,3.49,1,0,22.4,-9,.00039999999,9,1,0,9,8,0
645663,1964,1,3.78,1,0,24.1,-9,.00060000003,10,1,0,10,9,1
645663,1965,1,3.6199999,1,0,25.799999,-9,.00060000003,11,1,0,11,10,2
645663,1966,1,3.5599999,1,0,27.5,-9,.00039999999,12,1,0,12,11,3
645663,1967,1,3.21,1,0,29.200001,-9,.0012000001,13,1,0,13,12,4
645663,1968,1,3,1,0,30.9,-9,.00039999999,14,1,0,14,13,5
645663,1969,1,2.8399999,1,0,32.599998,-9,.00060000003,15,1,0,15,14,6
645663,1970,1,2.8699999,1,1,34.299999,-9,.00079999998,16,1,1,16,15,7
645663,1971,1,2.9400001,1,0,36,-9,.00039999999,17,1,0,17,16,0
645663,1972,1,2.8499999,1,0,37.285713,-9,.00019999999,18,1,0,18,17,1
645663,1973,1,2.8399999,1,0,38.57143,-10,.00039999999,19,1,0,19,18,2
645663,1974,1,3.1900001,1,0,39.857143,-10,.00060000003,20,1,0,20,19,3
645663,1975,1,3.3399999,1,0,41.142857,-10,.00039999999,21,1,0,21,20,4
645663,1976,1,3.71,1,0,42.42857,-10,.00019999999,22,1,0,22,21,5
645663,1977,1,4.1100001,1,0,43.714287,-10,.00019999999,23,1,0,23,22,6
645663,1978,1,4.2600002,1,0,45,-10,.00039999999,24,1,0,24,23,7
645663,1979,1,4.5700002,1,0,48,-10,.00019999999,25,1,0,25,24,8
645663,1980,1,4.9099998,1,0,51,-10,.00060000003,26,1,0,26,25,9
645663,1981,1,5.8899999,1,0,54,-10,.0012000001,27,1,0,27,26,10
645663,1982,1,6.3099999,1,0,54.799999,-10,.0048000002,28,1,0,28,27,11
645663,1983,1,9.1599998,1,0,55.599998,-10,.0049999999,29,1,0,29,28,12
645663,1984,1,10.96,1,0,56.400002,-9,.0016,30,1,0,30,29,13
645663,1985,1,6.9400001,1,0,57.200001,-9,.0038000001,31,1,0,31,30,14
645670,1962,1,2.1600001,1,1,,-10,.00019999999,1,1,1,1,0,0
645670,1963,1,2.0999999,1,0,12.062745,-10,.00039999999,2,1,0,2,1,0
645670,1964,1,2.1700001,1,0,14.09902,-10,.00039999999,3,1,0,3,2,1
645670,1965,1,2.05,1,0,16.135294,-10,.00060000003,4,1,0,4,3,2
645670,1966,1,2,1,0,18.171568,-10,.00060000003,5,1,0,5,4,3
645670,1967,1,1.8099999,1,0,20.207844,-10,.00060000003,6,1,0,6,5,4
645670,1968,1,1.72,1,0,22.244118,-10,.0012000001,7,1,0,7,6,5
645670,1969,1,1.63,1,0,24.280392,-10,.00019999999,8,1,0,8,7,6
645670,1970,1,1.6,1,0,26.316668,-10,.00019999999,9,1,0,9,8,7
645670,1971,1,1.74,1,0,30,-10,.00019999999,10,1,0,10,9,8
645670,1972,1,1.67,1,1,31.428572,-10,.00019999999,11,1,1,11,10,9
645670,1973,1,1.4400001,1,1,32.857143,-10,0,12,1,1,12,11,0
645670,1974,1,1.39,1,0,34.285713,-10,.00019999999,13,1,0,13,12,0
645670,1975,1,1.05,1,0,35.714287,-10,.00019999999,14,1,0,14,13,1
645670,1976,1,1.25,1,0,37.142857,-10,0,15,1,0,15,14,2
645670,1977,1,1.28,1,0,38.57143,-10,.00019999999,16,1,0,16,15,3
645670,1978,1,1.37,1,0,40,-10,0,17,1,0,17,16,4
645670,1979,1,1.47,1,0,43.666668,-10,0,18,1,0,18,17,5
645670,1980,1,1.51,1,0,47.333332,-10,.00019999999,19,1,0,19,18,6
645670,1981,1,1.42,1,0,51,-10,.00019999999,20,1,0,20,19,7
645670,1982,1,1.3099999,1,0,52.400002,-10,.00039999999,21,1,0,21,20,8
645670,1983,1,1.34,1,0,53.799999,-10,.00039999999,22,1,0,22,21,9
645670,1984,1,1.15,1,0,55.200001,-10,.00060000003,23,1,0,23,22,10
645670,1985,1,3.1500001,1,0,56.599998,-10,.00039999999,24,1,0,24,23,11
645690,1964,1,11.81,1,0,,-8,.00060000003,1,1,0,1,0,0
645690,1965,1,14.58,1,0,21.352942,-9,.00079999998,2,1,0,2,1,1
645690,1966,1,14.9,0,0,23.215687,-9,.00060000003,3,1,0,3,2,2
645690,1967,1,8.9300003,0,1,25.078432,-9,.001,4,1,1,4,3,3
645690,1968,1,8.1199999,0,0,26.941177,-9,.0016,5,1,0,5,4,0
645690,1969,1,7.9899998,0,0,28.803921,-9,.0012000001,6,1,0,6,5,1
645690,1970,1,7.7600002,0,0,30.666666,-9,.0012000001,7,1,0,7,6,2
645690,1971,1,7.1700001,0,0,34,-8,.001,8,1,0,8,7,3
645690,1972,1,7.02,0,1,35.285713,-8,.0014,9,1,1,9,8,4
645690,1973,1,6.6399999,0,1,36.57143,-8,.0016,10,1,1,10,9,0
645690,1974,1,5.8000002,0,0,37.857143,-8,.0016,11,1,0,11,10,0
645690,1975,1,5.6900001,0,1,39.142857,-8,.00060000003,12,1,1,12,11,1
645690,1976,1,5.4099998,0,0,40.42857,-10,.00060000003,13,1,0,13,12,0
645690,1977,1,5.3200002,0,0,41.714287,-10,.00079999998,14,1,0,14,13,1
645690,1978,1,5.46,0,0,43,-10,.00039999999,15,1,0,15,14,2
645690,1979,1,6.46,0,0,46.666668,-10,.00039999999,16,1,0,16,15,3
645690,1980,1,6.6100001,0,0,50.333332,-10,.0027999999,17,1,0,17,16,4
645690,1981,1,7.8099999,0,0,54,-9,.0052,18,1,0,18,17,5
645690,1982,1,10.52,0,0,55,-9,.0244,19,1,0,19,18,6
645690,1983,1,16.129999,0,0,56,-9,.023399999,20,1,0,20,19,7
645690,1984,1,13.77,0,0,57,-9,.0077999998,21,1,0,21,20,8
645690,1985,1,24.450001,0,1,58,-9,.0068000001,22,1,1,22,21,9
645710,1954,0,55.619999,0,0,,-8,0,1,1,0,1,0,0
645710,1955,0,52.720001,0,0,5.15977,-8,0,2,1,0,2,1,1
645710,1956,0,52.790001,0,0,0,-8,0,3,1,0,3,2,2
645710,1957,0,52.25,0,0,2.75,-8,0,4,1,0,4,3,3
645710,1958,0,54.540001,0,0,5.5,-8,0,5,1,0,5,4,4
645710,1960,0,60.169998,0,0,8.25,-8,0,6,1,0,6,5,6
645710,1961,0,54.02,0,0,11,-8,0,7,1,0,7,6,7
645710,1962,0,53.82,0,0,11.6,-8,0,8,1,0,8,7,8
645710,1963,0,55.619999,0,0,12.2,-8,.00019999999,9,1,0,9,8,9
645710,1964,0,50.799999,0,0,12.8,-8,.00019999999,10,1,0,10,9,10
645710,1965,0,49.830002,0,0,13.4,-9,.00019999999,11,1,0,11,10,11
645710,1966,0,47.290001,0,0,14,-9,.00019999999,12,1,0,12,11,12
645710,1967,0,44.400002,0,0,14.6,-9,.00019999999,13,1,0,13,12,13
645710,1968,0,44.790001,0,0,15.2,-9,.00019999999,14,1,0,14,13,14
645710,1969,0,44.560001,0,0,15.8,-9,.00019999999,15,1,0,15,14,15
645710,1970,0,45.439999,0,0,16.4,-8,.00019999999,16,1,0,16,15,16
645710,1971,0,45.869999,0,0,17,-8,.00019999999,17,1,0,17,16,17
645710,1972,0,42.560001,0,0,17.285715,-8,0,18,1,0,18,17,18
645710,1973,0,40.82,0,0,17.571428,-8,0,19,1,0,19,18,19
645710,1974,0,36.18,0,0,17.857143,-8,0,20,1,0,20,19,20
645710,1975,0,34.330002,0,0,18.142857,-8,.00019999999,21,1,0,21,20,21
645710,1976,0,32.709999,0,0,18.428572,-8,.00019999999,22,1,0,22,21,22
645710,1977,0,31.809999,0,0,18.714285,-7,.00019999999,23,1,0,23,22,23
645710,1978,0,32.470001,0,0,19,-7,.00019999999,24,1,0,24,23,24
645710,1979,0,29.629999,0,0,20.666666,-9,.00019999999,25,1,0,25,24,25
645710,1980,0,27.030001,0,0,22.333334,-9,.00019999999,26,1,0,26,25,26
645710,1981,0,22.200001,0,0,24,-9,.00019999999,27,1,0,27,26,27
645710,1982,0,20.25,0,0,24.4,-9,.00019999999,28,1,0,28,27,28
645710,1983,0,13.71,0,0,24.799999,-9,0,29,1,0,29,28,29
645710,1984,0,9.79,0,0,25.200001,-9,0,30,1,0,30,29,30
645710,1985,0,19.18,0,0,25.6,-9,0,31,1,0,31,30,31
651663,1955,1,15.3,1,0,,-7,.00060000003,1,1,0,1,0,0
651663,1956,1,11.63,1,0,16,-7,.00060000003,2,1,0,2,1,1
651663,1957,1,9.2700005,1,1,17,-9,.0018,3,1,1,3,2,2
651663,1958,1,7.8600001,1,0,18,-9,.0020000001,4,1,0,4,3,0
651663,1959,1,10,1,1,19,-9,.0020000001,5,1,1,5,4,1
651663,1960,1,26.709999,1,1,20,-9,.00039999999,6,1,1,6,5,0
651663,1961,1,8.6099997,1,0,21,-9,.00039999999,7,1,0,7,6,0
651663,1962,1,9.8599997,1,1,22.4,-9,.00060000003,8,1,1,8,7,1
651663,1963,1,9.79,1,1,23.799999,-9,.0018,9,1,1,9,8,0
651663,1964,1,11.76,1,0,25.200001,-9,.0022,10,1,0,10,9,0
651663,1965,1,11.68,1,0,26.6,-9,.0018,11,1,0,11,10,1
651663,1966,1,11.43,1,0,28,-9,.0022,12,1,0,12,11,2
651663,1967,1,9.79,1,0,29.4,-9,.00060000003,13,1,0,13,12,3
651663,1968,1,9.6000004,1,0,30.799999,-9,.00039999999,14,1,0,14,13,4
651663,1969,1,9.0900002,1,0,32.200001,-9,.00019999999,15,1,0,15,14,5
651663,1970,1,9.3699999,1,0,33.599998,-9,.00039999999,16,1,0,16,15,6
651663,1971,1,9.3299999,1,0,35,-9,.00039999999,17,1,0,17,16,7
651663,1972,1,8.6999998,1,0,36.285713,-9,.00060000003,18,1,0,18,17,8
651663,1973,1,8.5900002,1,0,37.57143,-10,.00039999999,19,1,0,19,18,9
651663,1974,1,8.7700005,1,0,38.857143,-10,.00039999999,20,1,0,20,19,10
651663,1975,1,8.4399996,1,0,40.142857,-10,.00060000003,21,1,0,21,20,11
651663,1976,1,8.7200003,1,0,41.42857,-10,.00039999999,22,1,0,22,21,12
651663,1977,1,9.1499996,1,0,42.714287,-10,.00060000003,23,1,0,23,22,13
651663,1978,1,8.9700003,1,0,44,-10,.00039999999,24,1,0,24,23,14
651663,1979,1,8.1700001,1,0,46.666668,-10,.00060000003,25,1,0,25,24,15
