dyad,year,border,caprat,ally,dispute,jio,deml,depl,risk,_st,_d,_t,_t0,pyears
2020,1951,1,20.01,1,0,,10,.0144,1,1,0,1,0,0
2020,1952,1,18.66,1,0,45,10,.0152,2,1,0,2,1,1
2020,1953,1,18.709999,1,0,46,10,.0156,3,1,0,3,2,2
2020,1954,1,18.049999,1,0,47,10,.0154,4,1,0,4,3,3
2020,1955,1,17.389999,1,0,48,10,.0146,5,1,0,5,4,4
2020,1956,1,16.58,1,0,49,10,.0154,6,1,0,6,5,5
2020,1957,1,16.950001,1,0,48.599998,10,.017000001,7,1,0,7,6,6
2020,1958,1,16.639999,1,0,48.200001,10,.015799999,8,1,0,8,7,7
2020,1959,1,15.9,1,0,47.799999,10,.0146,9,1,0,9,8,8
2020,1960,1,15.83,1,0,47.400002,10,.015,10,1,0,10,9,9
2020,1961,1,15.49,1,0,47,10,.014,11,1,0,11,10,10
2020,1962,1,15.58,1,0,48.200001,10,.0136,12,1,0,12,11,11
2020,1963,1,15.17,1,0,49.400002,10,.0138,13,1,0,13,12,12
2020,1964,1,14.65,1,0,50.599998,10,.0138,14,1,0,14,13,13
2020,1965,1,13.15,1,0,51.799999,10,.0146,15,1,0,15,14,14
2020,1966,1,15.57,1,0,53,10,.0156,16,1,0,16,15,15
2020,1967,1,15.58,1,0,54.200001,10,.0174,17,1,0,17,16,16
2020,1968,1,15.41,1,0,55.400002,10,.017999999,18,1,0,18,17,17
2020,1969,1,15.81,1,0,56.599998,10,.0198,19,1,0,19,18,18
2020,1970,1,13.97,1,0,57.799999,10,.021,20,1,0,20,19,19
2020,1971,1,14.5,1,0,59,10,.0206,21,1,0,21,20,20
2020,1972,1,13.95,1,0,59.42857,10,.021600001,22,1,0,22,21,21
2020,1973,1,13.59,1,0,59.857143,10,.0232,23,1,0,23,22,22
2020,1974,1,12.94,1,1,60.285713,10,.025,24,1,1,24,23,23
2020,1975,1,12.09,1,1,60.714287,10,.0296,25,1,1,25,24,0
2020,1976,1,12.03,1,0,61.142857,10,.027799999,26,1,0,26,25,0
2020,1977,1,11.85,1,0,61.57143,10,.028999999,27,1,0,27,26,1
2020,1978,1,11.74,1,0,62,10,.0284,28,1,0,28,27,2
2020,1979,1,11.43,1,1,62,10,.028000001,29,1,1,29,28,3
2020,1980,1,10.98,1,0,62,10,.0288,30,1,0,30,29,0
2020,1981,1,11.45,1,0,62,10,.0284,31,1,0,31,30,1
2020,1982,1,11.2,1,0,65.199997,10,.028200001,32,1,0,32,31,2
2020,1983,1,28.620001,1,0,68.400002,10,.0254,33,1,0,33,32,3
2020,1984,1,29.790001,1,0,71.599998,10,.0266,34,1,0,34,33,4
2020,1985,1,29.030001,1,0,74.800003,10,.029999999,35,1,0,35,34,5
2041,1961,0,578.06,1,0,,-8,0,1,1,0,1,0,0
2041,1962,0,575.57001,1,0,23.960295,-9,0,2,1,0,2,1,1
2041,1963,0,555.46002,1,1,25.155882,-9,0,3,1,1,3,2,2
2041,1964,0,552.65002,1,0,26.351471,-9,0,4,1,0,4,3,0
2041,1965,0,471.88,1,0,27.547058,-9,0,5,1,0,5,4,1
2041,1966,0,538.96002,1,0,28.742647,-9,0,6,1,0,6,5,2
2041,1967,0,579.21002,1,0,29.938236,-9,0,7,1,0,7,6,3
2041,1968,0,582.02002,1,0,31.133823,-9,0,8,1,0,8,7,4
2041,1969,0,571.03003,1,0,32.329411,-9,0,9,1,0,9,8,5
2041,1970,0,533.23999,1,0,33.525002,-9,0,10,1,0,10,9,6
2041,1971,0,494.41,1,0,36,-10,0,11,1,0,11,10,7
2041,1972,0,486.04001,1,0,36.57143,-10,0,12,1,0,12,11,8
2041,1973,0,462.31,1,0,37.142857,-10,0,13,1,0,13,12,9
2041,1974,0,442.48001,1,0,37.714287,-10,.00019999999,14,1,0,14,13,10
2041,1975,0,412.42001,1,0,38.285713,-10,.00019999999,15,1,0,15,14,11
2041,1976,0,402.42999,1,0,38.857143,-10,.00019999999,16,1,0,16,15,12
2041,1977,0,392.85999,1,0,39.42857,-9,.00019999999,17,1,0,17,16,13
2041,1978,0,383.81,1,0,40,-9,.00019999999,18,1,0,18,17,14
2041,1979,0,375.13,1,0,44,-9,.00019999999,19,1,0,19,18,15
2041,1980,0,355.64001,1,0,48,-9,.00019999999,20,1,0,20,19,16
2041,1981,0,352.72,1,0,52,-9,.00019999999,21,1,0,21,20,17
2041,1982,0,332.44,1,0,51.400002,-9,.00019999999,22,1,0,22,21,18
2041,1983,0,527.35999,1,0,50.799999,-9,.00019999999,23,1,0,23,22,19
2041,1984,0,633.59998,1,0,50.200001,-9,.00019999999,24,1,0,24,23,20
2041,1985,0,453.19,1,0,49.599998,-9,.00019999999,25,1,0,25,24,21
2042,1951,0,705.67999,1,0,,-9,.00019999999,1,1,0,1,0,0
2042,1952,0,694.63,1,0,28,-9,.00039999999,2,1,0,2,1,1
2042,1953,0,627.90002,1,0,28.25,-9,.00039999999,3,1,0,3,2,2
2042,1954,0,571.5,1,0,28.5,-9,.00019999999,4,1,0,4,3,3
2042,1955,0,601.53003,1,0,28.75,-9,.00039999999,5,1,0,5,4,4
2042,1956,0,659.76001,1,0,29,-9,.00039999999,6,1,0,6,5,5
2042,1957,0,519.62,1,0,29.200001,-9,.00039999999,7,1,0,7,6,6
2042,1958,0,427.39999,1,0,29.4,-9,.00039999999,8,1,0,8,7,7
2042,1959,0,407.32999,1,1,29.6,-9,.00039999999,9,1,1,9,8,8
2042,1960,0,412.42999,1,0,29.799999,-9,.00019999999,10,1,0,10,9,0
2042,1962,0,394.98001,1,0,30,-3,.00019999999,11,1,0,11,10,2
2042,1964,0,366.66,1,0,32.125,-3,.00039999999,12,1,0,12,11,4
2042,1965,0,321.17999,1,0,34.25,-3,.00039999999,13,1,0,13,12,5
2042,1966,0,385.19,1,0,36.375,-3,.00019999999,14,1,0,14,13,6
2042,1967,0,380.5,1,0,38.5,-3,.00019999999,15,1,0,15,14,7
2042,1968,0,378.70999,1,0,40.625,-3,.00019999999,16,1,0,16,15,8
2042,1969,0,361.73999,1,0,42.75,-3,.00039999999,17,1,0,17,16,9
2042,1970,0,326.51001,1,0,44.875,-3,.00039999999,18,1,0,18,17,10
2042,1971,0,308.60999,1,0,47,-3,.00039999999,19,1,0,19,18,11
2042,1972,0,295.22,1,0,46.57143,-3,.00039999999,20,1,0,20,19,12
2042,1973,0,281.82001,1,0,46.142857,-3,.00039999999,21,1,0,21,20,13
2042,1974,0,269.12,1,0,45.714287,-3,.00039999999,22,1,0,22,21,14
2042,1975,0,254.72,1,0,45.285713,-3,.00060000003,23,1,0,23,22,15
2042,1976,0,245.66,1,0,44.857143,-3,.00060000003,24,1,0,24,23,16
2042,1977,0,240.85001,1,0,44.42857,-3,.00060000003,25,1,0,25,24,17
2042,1978,0,238.8,1,0,44,6,.00060000003,26,1,0,26,25,18
2042,1979,0,229.63,1,0,48.333332,6,.00039999999,27,1,0,27,26,19
2042,1980,0,221.61,1,0,52.666668,6,.00060000003,28,1,0,28,27,20
2042,1981,0,227.62,1,0,57,6,.00060000003,29,1,0,29,28,21
2042,1982,0,213.03999,1,0,55.599998,7,.00060000003,30,1,0,30,29,22
2042,1983,0,364.95999,1,0,54.200001,7,.00039999999,31,1,0,31,30,23
2042,1984,0,425.23999,1,0,52.799999,7,.00039999999,32,1,0,32,31,24
2042,1985,0,332.04999,1,0,51.400002,7,.00039999999,33,1,0,33,32,25
2051,1962,0,1144.54,0,0,,10,.00019999999,1,1,0,1,0,0
2051,1963,0,1090.2,0,0,7.7941175,10,.00019999999,2,1,0,2,1,1
2051,1964,0,963.71997,0,0,9.5735292,10,.00019999999,3,1,0,3,2,2
2051,1965,0,893.51001,0,0,11.352942,10,.00039999999,4,1,0,4,3,3
2051,1966,0,1072.27,0,0,13.132353,10,.00039999999,5,1,0,5,4,4
2051,1967,0,1069.39,0,0,14.911765,10,.00039999999,6,1,0,6,5,5
2051,1968,0,1073.99,0,0,16.691177,10,.00039999999,7,1,0,7,6,6
2051,1969,0,1079,0,0,18.470589,10,.00039999999,8,1,0,8,7,7
2051,1970,0,914.42999,0,0,20.25,10,.00039999999,9,1,0,9,8,8
2051,1971,0,834.34998,0,0,26,10,.00039999999,10,1,0,10,9,9
2051,1972,0,806.67999,0,0,26.285715,10,.00039999999,11,1,0,11,10,10
2051,1973,0,714.87,0,0,26.571428,10,.00039999999,12,1,0,12,11,11
2051,1974,0,713.59998,0,0,26.857143,10,.00039999999,13,1,0,13,12,12
2051,1975,0,702.40997,0,0,27.142857,10,.00039999999,14,1,0,14,13,13
2051,1976,0,729.16998,0,0,27.428572,10,.00039999999,15,1,0,15,14,14
2051,1977,0,725.96997,0,0,27.714285,10,.00039999999,16,1,0,16,15,15
2051,1978,0,786.54999,0,0,28,10,.00039999999,17,1,0,17,16,16
2051,1979,0,732.54999,0,0,34,10,.00039999999,18,1,0,18,17,17
2051,1980,0,644.57001,0,0,40,10,.00019999999,19,1,0,19,18,18
2051,1981,0,672.34998,0,0,46,10,.00019999999,20,1,0,20,19,19
2051,1982,0,650.17999,0,0,46,10,.00019999999,21,1,0,21,20,20
2051,1983,0,1521.1899,0,0,46,10,.00019999999,22,1,0,22,21,21
2051,1984,0,1837.71,0,0,46,10,.00019999999,23,1,0,23,22,22
2051,1985,0,1525.02,0,0,46,10,.00019999999,24,1,0,24,23,23
2052,1962,0,1523.61,0,0,,8,.00019999999,1,1,0,1,0,0
2052,1963,0,1769.16,0,0,17.370588,8,.00019999999,2,1,0,2,1,1
2052,1964,0,1494.1899,0,0,18.717648,8,.00019999999,3,1,0,3,2,2
2052,1965,0,1087.65,0,0,20.064707,8,.00019999999,4,1,0,4,3,3
2052,1966,0,1114.61,0,0,21.411764,8,.00039999999,5,1,0,5,4,4
2052,1967,0,1233.01,0,0,22.758823,8,.00039999999,6,1,0,6,5,5
2052,1968,0,1151.0601,0,0,24.105883,8,.00039999999,7,1,0,7,6,6
2052,1969,0,1246.8,0,0,25.452942,8,.00039999999,8,1,0,8,7,7
2052,1970,0,1295.58,0,0,26.799999,8,.00039999999,9,1,0,9,8,8
2052,1971,0,1021.01,0,0,33,8,.00039999999,10,1,0,10,9,9
2052,1972,0,1013.87,0,0,32.57143,8,.00039999999,11,1,0,11,10,10
2052,1973,0,1003.31,0,0,32.142857,8,.00039999999,12,1,0,12,11,11
2052,1974,0,1040.4,0,0,31.714285,8,.00039999999,13,1,0,13,12,12
2052,1975,0,1096.6801,0,0,31.285715,8,.001,14,1,0,14,13,13
2052,1976,0,1024.53,0,0,30.857143,8,.001,15,1,0,15,14,14
2052,1977,0,986.51001,0,0,30.428572,8,.001,16,1,0,16,15,15
2052,1978,0,913.22998,0,0,30,8,.001,17,1,0,17,16,16
2052,1979,0,887.07001,0,0,36,8,.00079999998,18,1,0,18,17,17
2052,1980,0,697.59998,0,0,42,8,.00079999998,19,1,0,19,18,18
2052,1981,0,613.47998,0,0,48,8,.0012000001,20,1,0,20,19,19
2052,1982,0,563.09003,0,0,47.599998,8,.001,21,1,0,21,20,20
2052,1983,0,1970.46,0,0,47.200001,8,.00079999998,22,1,0,22,21,21
2052,1984,0,2234.55,0,0,46.799999,9,.00060000003,23,1,0,23,22,22
2052,1985,0,2007.97,0,0,46.400002,9,.00060000003,24,1,0,24,23,23
2070,1951,1,46.07,1,0,,-6,.003,1,1,0,1,0,0
2070,1952,1,46.400002,1,0,41,-6,.0031999999,2,1,0,2,1,1
2070,1953,1,47.66,1,0,41.5,-6,.0031999999,3,1,0,3,2,2
2070,1954,1,42.880001,1,0,42,-6,.0027999999,4,1,0,4,3,3
2070,1955,1,42.529999,1,0,42.5,-6,.0027999999,5,1,0,5,4,4
2070,1956,1,41.200001,1,1,43,-6,.0027999999,6,1,1,6,5,5
2070,1957,1,38.889999,1,0,43,-6,.003,7,1,0,7,6,0
2070,1958,1,34.139999,1,0,43,-6,.003,8,1,0,8,7,1
2070,1959,1,32.529999,1,0,43,-6,.003,9,1,0,9,8,2
2070,1960,1,30.719999,1,0,43,-6,.0024000001,10,1,0,10,9,3
2070,1961,1,29.049999,1,0,43,-6,.0026,11,1,0,11,10,4
2070,1962,1,28.02,1,0,44.200001,-6,.0026,12,1,0,12,11,5
2070,1963,1,26.959999,1,0,45.400002,-6,.0026,13,1,0,13,12,6
2070,1964,1,25.57,1,0,46.599998,-6,.0026,14,1,0,14,13,7
2070,1965,1,21.290001,1,0,47.799999,-6,.0027999999,15,1,0,15,14,8
2070,1966,1,24.93,1,0,49,-6,.0026,16,1,0,16,15,9
2070,1967,1,23.93,1,0,50.200001,-6,.0026,17,1,0,17,16,10
2070,1968,1,23.530001,1,0,51.400002,-6,.0024000001,18,1,0,18,17,11
2070,1969,1,22.690001,1,0,52.599998,-6,.0026,19,1,0,19,18,12
2070,1970,1,20.09,1,0,53.799999,-6,.0026,20,1,0,20,19,13
2070,1971,1,19.23,1,0,55,-6,.003,21,1,0,21,20,14
2070,1972,1,18.42,1,0,54.142857,-6,.0026,22,1,0,22,21,15
2070,1973,1,17.34,1,0,53.285713,-6,.003,23,1,0,23,22,16
2070,1974,1,15.75,1,0,52.42857,-6,.0040000002,24,1,0,24,23,17
2070,1975,1,14.4,1,0,51.57143,-6,.0057999999,25,1,0,25,24,18
2070,1976,1,14.13,1,0,50.714287,-6,.0052,26,1,0,26,25,19
2070,1977,1,13.62,1,0,49.857143,-6,.0048000002,27,1,0,27,26,20
2070,1978,1,12.75,1,0,49,-3,.0048000002,28,1,0,28,27,21
2070,1979,1,12.39,1,0,56.333332,-3,.0057999999,29,1,0,29,28,22
2070,1980,1,11.62,1,0,63.666668,-3,.0076000001,30,1,0,30,29,23
2070,1981,1,11.65,1,0,71,-3,.0102,31,1,0,31,30,24
2070,1982,1,10.76,1,0,71,-3,.0104,32,1,0,32,31,25
2070,1983,1,21.49,1,0,71,-3,.0088,33,1,0,33,32,26
2070,1984,1,26.17,1,0,71,-3,.0076000001,34,1,0,34,33,27
2070,1985,1,18.889999,1,0,71,-3,.0080000004,35,1,0,35,34,28
2090,1951,0,475.51999,1,0,,2,.00039999999,1,1,0,1,0,0
2090,1952,0,618.46997,1,0,28,2,.00039999999,2,1,0,2,1,1
2090,1953,0,629.57001,1,0,28.75,2,.00039999999,3,1,0,3,2,2
2090,1954,0,570.08002,1,0,29.5,-6,.00019999999,4,1,0,4,3,3
2090,1955,0,550.70001,1,0,30.25,-6,.00039999999,5,1,0,5,4,4
2090,1956,0,543.89001,1,0,31,-6,.00039999999,6,1,0,6,5,5
2090,1957,0,528.77002,1,0,31.4,-5,.00039999999,7,1,0,7,6,6
2090,1958,0,485.66,1,1,31.799999,-5,.00039999999,8,1,1,8,7,7
2090,1959,0,471.85001,1,1,32.200001,-5,.00039999999,9,1,1,9,8,0
2090,1960,0,453.84,1,0,32.599998,-5,.00019999999,10,1,0,10,9,0
2090,1961,0,437.95001,1,0,33,-5,.00019999999,11,1,0,11,10,1
2090,1962,0,433.88,1,0,34,-5,.00019999999,12,1,0,12,11,2
2090,1963,0,416.57999,1,0,35,-5,.00019999999,13,1,0,13,12,3
2090,1964,0,398.66,1,0,36,-5,.00019999999,14,1,0,14,13,4
2090,1965,0,329.23999,1,0,37,-5,.00019999999,15,1,0,15,14,5
2090,1966,0,394.25,1,0,38,3,.00019999999,16,1,0,16,15,6
2090,1967,0,390.19,1,0,39,3,.00019999999,17,1,0,17,16,7
2090,1968,0,392.64999,1,0,40,3,.00019999999,18,1,0,18,17,8
2090,1969,0,387.03,1,0,41,3,.00019999999,19,1,0,19,18,9
2090,1970,0,355.60001,1,0,42,1,.00019999999,20,1,0,20,19,10
2090,1971,0,341.67001,1,0,43,1,.00019999999,21,1,0,21,20,11
2090,1972,0,315.57001,1,0,42.285713,1,.00019999999,22,1,0,22,21,12
2090,1973,0,318.17001,1,0,41.57143,1,.00019999999,23,1,0,23,22,13
2090,1974,0,306.01001,1,0,40.857143,-3,.00019999999,24,1,0,24,23,14
2090,1975,0,285.87,1,0,40.142857,-3,.00039999999,25,1,0,25,24,15
2090,1976,0,283.64001,1,0,39.42857,-3,.00019999999,26,1,0,26,25,16
2090,1977,0,265.29001,1,0,38.714287,-3,.00039999999,27,1,0,27,26,17
2090,1978,0,264.72,1,0,38,-5,.00039999999,28,1,0,28,27,18
2090,1979,0,251.53999,1,0,42.333332,-5,.00039999999,29,1,0,29,28,19
2090,1980,0,246.72,1,0,46.666668,-5,.00039999999,30,1,0,30,29,20
2090,1981,0,255.46001,1,0,51,-5,.00039999999,31,1,0,31,30,21
2090,1982,0,221.00999,1,0,46.183907,-7,.00039999999,32,1,0,32,31,22
2090,1983,0,314.64999,1,0,46.766743,-7,.00019999999,33,1,0,33,32,23
2090,1984,0,370.34,1,0,47.349575,-6,.00019999999,34,1,0,34,33,24
2091,1951,0,1882.6899,1,0,,-3,.00019999999,1,1,0,1,0,0
2091,1952,0,1916.79,1,0,25,-3,.00019999999,2,1,0,2,1,1
2091,1953,0,1923.66,1,0,25.5,-3,.00019999999,3,1,0,3,2,2
2091,1954,0,1785.7,1,0,26,-3,.00019999999,4,1,0,4,3,3
2091,1955,0,1607.2,1,0,26.5,-3,.00019999999,5,1,0,5,4,4
2091,1956,0,1554.9,1,0,27,-1,.00019999999,6,1,0,6,5,5
2091,1957,0,1486.72,1,0,26.799999,-1,.00019999999,7,1,0,7,6,6
2091,1958,0,1098.85,1,0,26.6,-1,.00019999999,8,1,0,8,7,7
2091,1959,0,1070.17,1,0,26.4,-1,.00019999999,9,1,0,9,8,8
2091,1960,0,1030.72,1,0,26.200001,-1,.00019999999,10,1,0,10,9,9
2091,1961,0,963.70001,1,0,26,-1,.00019999999,11,1,0,11,10,10
2091,1962,0,957.47998,1,0,27.1,-1,.00019999999,12,1,0,12,11,11
2091,1963,0,923.09998,1,0,28.200001,-1,.00019999999,13,1,0,13,12,12
2091,1964,0,833.96002,1,0,29.299999,-1,.00019999999,14,1,0,14,13,13
2091,1965,0,727.01001,1,0,30.4,-1,.00019999999,15,1,0,15,14,14
2091,1966,0,864.96997,1,0,31.5,-1,.00019999999,16,1,0,16,15,15
2091,1967,0,844.56,1,0,32.599998,-1,.00019999999,17,1,0,17,16,16
2091,1968,0,818.76001,1,0,33.700001,-1,.00019999999,18,1,0,18,17,17
2091,1969,0,783.95001,1,0,34.799999,-1,.00019999999,19,1,0,19,18,18
2091,1970,0,713.09998,1,0,35.900002,-1,.00019999999,20,1,0,20,19,19
2091,1971,0,669.03998,1,0,37,0,.00019999999,21,1,0,21,20,20
2091,1972,0,624.77002,1,0,36.714287,-1,.00019999999,22,1,0,22,21,21
2091,1973,0,591.16998,1,0,36.42857,-1,.00019999999,23,1,0,23,22,22
2091,1974,0,514.38,1,0,36.142857,-1,.00019999999,24,1,0,24,23,23
2091,1975,0,454.23001,1,0,35.857143,-1,.00019999999,25,1,0,25,24,24
2091,1976,0,415.70999,1,0,35.57143,-1,.00019999999,26,1,0,26,25,25
2091,1977,0,408.07999,1,0,35.285713,-1,.00019999999,27,1,0,27,26,26
2091,1978,0,406.60999,1,0,35,-1,.00019999999,28,1,0,28,27,27
2091,1979,0,423.63,1,0,39.666668,-1,.00019999999,29,1,0,29,28,28
2091,1980,0,385.63,1,0,44.333332,-1,.00039999999,30,1,0,30,29,29
2091,1982,0,342.95999,1,0,49,4,.00019999999,31,1,0,31,30,31
2091,1983,0,558.54999,1,0,47.25,4,.00019999999,32,1,0,32,31,32
2091,1984,0,613.14001,1,0,45.5,4,.00019999999,33,1,0,33,32,33
2091,1985,0,457.22,1,0,43.75,5,.00019999999,34,1,0,34,33,34
2092,1951,0,1061.77,1,0,,-6,.00039999999,1,1,0,1,0,0
2092,1952,0,1075.35,1,0,26,-6,.00039999999,2,1,0,2,1,1
2092,1953,0,1069.72,1,0,26.75,-6,.00019999999,3,1,0,3,2,2
2092,1954,0,970.14001,1,0,27.5,-6,.00019999999,4,1,0,4,3,3
2092,1955,0,838.48999,1,0,28.25,-6,.00019999999,5,1,0,5,4,4
2092,1956,0,818.77002,1,0,29,-5,.00019999999,6,1,0,6,5,5
2092,1957,0,786.76001,1,0,29.200001,-5,.00019999999,7,1,0,7,6,6
2092,1958,0,726.10999,1,0,29.4,-5,.00019999999,8,1,0,8,7,7
2092,1959,0,712.87,1,0,29.6,-5,.00019999999,9,1,0,9,8,8
2092,1960,0,701.91998,1,0,29.799999,-5,.00019999999,10,1,0,10,9,9
2092,1961,0,685.84998,1,0,30,-3,.00019999999,11,1,0,11,10,10
2092,1962,0,675.76001,1,0,30.799999,-3,.00019999999,12,1,0,12,11,11
2092,1963,0,673.78998,1,0,31.6,-3,.00019999999,13,1,0,13,12,12
2092,1964,0,655.33002,1,0,32.400002,0,.00019999999,14,1,0,14,13,13
2092,1965,0,560.07001,1,0,33.200001,0,.00019999999,15,1,0,15,14,14
2092,1966,0,670.37,1,0,34,0,.00019999999,16,1,0,16,15,15
2092,1967,0,663.59998,1,0,34.799999,0,.00019999999,17,1,0,17,16,16
2092,1968,0,658.46997,1,0,35.599998,0,.00019999999,18,1,0,18,17,17
2092,1969,0,638.82001,1,0,36.400002,0,.00019999999,19,1,0,19,18,18
2092,1970,0,581.29999,1,0,37.200001,0,.00019999999,20,1,0,20,19,19
2092,1971,0,557.78998,1,0,38,0,.00019999999,21,1,0,21,20,20
2092,1972,0,551.26001,1,0,37.42857,-1,.00019999999,22,1,0,22,21,21
2092,1973,0,517.22998,1,0,36.857143,-1,.00019999999,23,1,0,23,22,22
2092,1974,0,509.16,1,0,36.285713,-1,.00019999999,24,1,0,24,23,23
2092,1975,0,456.07001,1,0,35.714287,-1,.00019999999,25,1,0,25,24,24
2092,1976,0,422.45001,1,0,35.142857,-1,.00019999999,26,1,0,26,25,25
2092,1977,0,396.66,1,0,34.57143,-6,.00019999999,27,1,0,27,26,26
2092,1978,0,390.45001,1,0,34,-6,.00039999999,28,1,0,28,27,27
2092,1984,0,429.76999,1,0,38.333332,7,.00019999999,29,1,0,29,28,33
2092,1985,0,341.79001,1,0,42.666668,7,.00019999999,30,1,0,30,29,34
2093,1951,0,1669.99,1,0,,-8,.00019999999,1,1,0,1,0,0
2093,1952,0,1681.63,1,0,27,-8,.00019999999,2,1,0,2,1,1
2093,1953,0,1670.6899,1,0,28,-8,.00019999999,3,1,0,3,2,2
2093,1954,0,1513.34,1,1,29,-8,.00019999999,4,1,1,4,3,3
2093,1955,0,1456.74,1,1,30,-8,.00019999999,5,1,1,5,4,0
2093,1956,0,1404.2,1,0,31,-8,.00019999999,6,1,0,6,5,0
2093,1957,0,1214,1,0,30.200001,-8,.00019999999,7,1,0,7,6,1
2093,1958,0,1119.14,1,0,29.4,-8,.00019999999,8,1,0,8,7,2
2093,1959,0,1022.2,1,0,28.6,-8,.00019999999,9,1,0,9,8,3
2093,1960,0,995.19,1,0,27.799999,-8,0,10,1,0,10,9,4
2093,1961,0,969.28998,1,0,27,-8,.00019999999,11,1,0,11,10,5
2093,1962,0,960.91998,1,0,28.5,-8,.00019999999,12,1,0,12,11,6
2093,1963,0,930.42999,1,0,30,-8,.00019999999,13,1,0,13,12,7
2093,1964,0,906.10999,1,0,31.5,-8,.00019999999,14,1,0,14,13,8
2093,1965,0,750.71002,1,0,33,-8,.00019999999,15,1,0,15,14,9
2093,1966,0,903.53003,1,0,34.5,-8,.00019999999,16,1,0,16,15,10
2093,1967,0,877.58002,1,0,36,-8,.00019999999,17,1,0,17,16,11
2093,1968,0,865.42999,1,0,37.5,-8,.00019999999,18,1,0,18,17,12
2093,1969,0,834.56,1,0,39,-8,.00019999999,19,1,0,19,18,13
2093,1970,0,761.09998,1,0,40.5,-8,.00019999999,20,1,0,20,19,14
2093,1971,0,687.33002,1,0,42,-8,.00019999999,21,1,0,21,20,15
2093,1972,0,648.71002,1,0,41.57143,-8,.00019999999,22,1,0,22,21,16
2093,1973,0,622.34003,1,0,41.142857,-8,.00019999999,23,1,0,23,22,17
2093,1974,0,586.02002,1,0,40.714287,-8,.00019999999,24,1,0,24,23,18
2093,1975,0,544.48999,1,0,40.285713,-8,.00019999999,25,1,0,25,24,19
2093,1976,0,525.32001,1,0,39.857143,-8,.00019999999,26,1,0,26,25,20
2093,1977,0,511.04001,1,0,39.42857,-8,.00019999999,27,1,0,27,26,21
2093,1978,0,511.04001,1,0,39,-8,.00019999999,28,1,0,28,27,22
2093,1981,0,271.64999,1,1,41.666668,-5,.00019999999,29,1,1,29,28,25
2093,1982,0,246.71001,1,1,44.333332,-5,.00019999999,30,1,1,30,29,0
2093,1983,0,376.79999,1,1,47,-5,0,31,1,1,31,30,0
2093,1984,0,327.23001,1,1,49.666668,-1,0,32,1,1,32,31,0
2093,1985,0,307.78,1,1,52.333332,-1,0,33,1,1,33,32,0
2094,1951,0,3586.5901,1,0,,10,.00019999999,1,1,0,1,0,0
2094,1952,0,3555.6899,1,0,29,10,.00019999999,2,1,0,2,1,1
2094,1953,0,3432.48,1,0,29.25,10,.00019999999,3,1,0,3,2,2
2094,1954,0,3106.4399,1,0,29.5,10,.00019999999,4,1,0,4,3,3
2094,1955,0,3069.49,1,0,29.75,10,.00019999999,5,1,0,5,4,4
2094,1956,0,2910.47,1,0,30,10,.00019999999,6,1,0,6,5,5
2094,1957,0,2858.52,1,0,30.200001,10,.00019999999,7,1,0,7,6,6
2094,1958,0,2632,1,0,30.4,10,.00019999999,8,1,0,8,7,7
2094,1959,0,2570.8899,1,0,30.6,10,.00019999999,9,1,0,9,8,8
2094,1960,0,2444.8401,1,0,30.799999,10,.00019999999,10,1,0,10,9,9
2094,1961,0,2372.48,1,0,31,10,.00019999999,11,1,0,11,10,10
2094,1962,0,2358.3601,1,0,31.799999,10,.00019999999,12,1,0,12,11,11
2094,1963,0,1670.72,1,0,32.599998,10,.00019999999,13,1,0,13,12,12
2094,1964,0,1579.3199,1,0,33.400002,10,.00019999999,14,1,0,14,13,13
2094,1965,0,1270.7,1,0,34.200001,10,.00019999999,15,1,0,15,14,14
2094,1966,0,1465.99,1,0,35,10,.00019999999,16,1,0,16,15,15
2094,1967,0,1366.98,1,0,35.799999,10,.00019999999,17,1,0,17,16,16
2094,1968,0,1273.41,1,0,36.599998,10,.00019999999,18,1,0,18,17,17
2094,1969,0,1209.62,1,0,37.400002,10,.00019999999,19,1,0,19,18,18
2094,1970,0,1085.22,1,0,38.200001,10,.00019999999,20,1,0,20,19,19
2094,1971,0,1016.4,1,0,39,10,.00019999999,21,1,0,21,20,20
2094,1972,0,973.31,1,0,38.285713,10,.00019999999,22,1,0,22,21,21
2094,1973,0,928.14001,1,0,37.57143,10,.00019999999,23,1,0,23,22,22
2094,1974,0,884.85999,1,0,36.857143,10,.00019999999,24,1,0,24,23,23
2094,1975,0,827.09998,1,0,36.142857,10,.00019999999,25,1,0,25,24,24
2094,1976,0,811.58002,1,0,35.42857,10,.00019999999,26,1,0,26,25,25
2094,1977,0,777.09003,1,0,34.714287,10,.00019999999,27,1,0,27,26,26
2094,1978,0,752.88,1,0,34,10,.00039999999,28,1,0,28,27,27
2094,1979,0,742.58002,1,0,35.666668,10,.00019999999,29,1,0,29,28,28
2094,1980,0,719.27002,1,0,37.333332,10,.00039999999,30,1,0,30,29,29
2094,1981,0,737.78998,1,0,39,10,.00039999999,31,1,0,31,30,30
2094,1982,0,691.84003,1,0,40,10,.00019999999,32,1,0,32,31,31
2094,1983,0,1234.5,1,0,41,10,.00019999999,33,1,0,33,32,32
2094,1984,0,1484.03,1,0,42,10,.00019999999,34,1,0,34,33,33
2094,1985,0,1094.75,1,0,43,10,.00019999999,35,1,0,35,34,34
2095,1951,1,2005.6899,1,0,,-1,.00039999999,1,1,0,1,0,0
2095,1952,1,2014.04,1,0,32,-1,.00019999999,2,1,0,2,1,1
